NAS Well ID,County,State,Well Type,Spud Date,CompletionDate
F3165672BD90340E5B4D0056,County 3,State 2,Oil,08-10-2012,08-04-2013
D98AA719A3A949C752DB6953,County 3,State 2,Oil,23-10-2012,20-12-2012
0B005FB59C59F97A2984C957,County 2,State 2,Oil,05-07-2013,30-08-2013
B7B79C580C8EF145587945AF,County 2,State 2,Oil,18-12-2016,20-03-2017
C13D4604A4F6EE2C41B2F8C0,County 4,State 1,Oil,20-03-2016,05-08-2016
D5E810162ED94195BC094807,County 2,State 2,Oil,14-07-2012,18-08-2012
72161BF44FE2B0CF6EB9ADDB,County 2,State 2,Oil,20-08-2008,01-11-2008
FC8B3C8BEF1FD01C7283DB21,County 2,State 2,Gas,06-03-2008,21-08-2008
696B46FBEF30C858F0FB878E,County 2,State 2,Oil,03-03-2012,19-04-2012
FB1CF7302FAE94CFC3A1C400,County 2,State 2,Oil,21-12-2015,17-02-2016
4077ECE0E8FE45BD2F04729D,County 2,State 2,Gas,25-01-2016,22-06-2016
E91F7FB2D1F66BAA11A40208,County 2,State 2,Gas,02-03-2016,09-06-2016
C4066C1CBA7429C17D733F23,County 2,State 2,Oil,29-01-2013,05-04-2013
4D9D7BDEEA63F13C9D2E4DC6,County 2,State 2,Oil,20-11-2012,12-04-2013
4FA6A0BB8116F11BD57526E1,County 2,State 2,Oil,11-06-2014,22-10-2014
1015B62170A083C33DEDB6C5,County 2,State 2,Oil,11-10-2010,13-01-2011
9A894F9E3B53B7DEA554EF31,County 2,State 2,Oil,06-04-2014,17-05-2014
DAF19E212D8CC12A16674C5A,County 1,State 1,Gas,23-03-2014,19-06-2014
0D71C7F228214DDD285B619B,County 2,State 2,Gas,11-12-2016,28-04-2017
20CFFCB8FBD78245482407C2,County 2,State 2,Oil,20-06-2015,04-02-2016
C7057272DA7636DA962579CF,County 2,State 2,Oil,19-09-2017,10-01-2018
03C89C997AAB4F0A66F3ED72,County 1,State 1,Oil,20-03-2014,17-07-2014
8AC44C9373E1AFD9BCC28042,County 2,State 2,Oil,15-05-2013,01-08-2013
E375A2E140FCEC29AAC2CBAE,County 2,State 2,Oil,31-10-2013,02-01-2014
9C9FB54C31FC512C1BD27F11,County 2,State 2,Oil,18-01-2013,07-03-2013
CACDD0DCF997ABD523902CE7,County 2,State 2,Gas,14-07-2012,13-01-2013
447A3FF11BA355C80D1460A0,County 2,State 2,Oil,25-01-2017,08-03-2017
F9DE6E5331235206593C10B0,County 2,State 2,Oil,08-03-2017,24-05-2017
C174D1F27A05B0F9FAD0536E,County 2,State 2,Oil,04-01-2013,02-03-2013
5AC42AB7A4A26AE2A2C0EAFF,County 2,State 2,Oil,05-06-2015,15-08-2015
3C84334CCAF4253046662091,County 1,State 1,Gas,27-04-2016,26-08-2016
70E64C89BB6A3992C8538B27,County 3,State 2,Oil,15-03-2014,08-05-2014
FD74481D843BD7219AE02012,County 2,State 2,Oil,05-12-2013,07-02-2014
F2796E9EC68B644CA4853E2C,County 1,State 1,Oil,12-09-2015,23-12-2015
E9718D3E00925341FFABD6E8,County 1,State 1,Oil,11-03-2015,16-10-2015
7A61B65C835A1D64A4FC0509,County 2,State 2,Oil,05-05-2011,21-07-2011
5F9514AF34EBC64DD4F84E9E,County 2,State 2,Oil,04-10-2011,22-11-2011
FA9A889763E8832EE7D8E82D,County 2,State 2,Oil,20-06-2013,29-07-2013
E8E629D897C144587B88358C,County 2,State 2,Gas,09-04-2013,18-06-2013
C4CC1E1EB876A353901A7F2B,County 2,State 2,Gas,07-04-2016,28-06-2016
8D8EB914151B45721F91928F,County 2,State 2,Gas,13-03-2006,07-07-2006
23F971A6606824D73AC2B283,County 3,State 2,Oil,12-05-2017,23-08-2017
9D2440E7A06955B2C9BFE570,County 3,State 2,Oil,31-08-2014,02-12-2014
831D868A081776B5E789682A,County 2,State 2,Gas,04-03-2012,02-10-2012
7F92B18C8BFE44FC1513CB81,County 2,State 2,Gas,03-06-2007,18-06-2008
00C3796B4705F05F69D7A1F5,County 2,State 2,Oil,11-11-2017,25-01-2018
EBAD34A0464F85C967C44553,County 2,State 2,Gas,19-06-2010,28-09-2010
4A0E58882247BC81B5D53A11,County 2,State 2,Oil,25-07-2010,16-10-2010
50D76EE2D4497BE036927E61,County 2,State 2,Gas,07-01-2007,01-03-2007
D9BC06791D9B3AA48E22954D,County 2,State 2,Oil,06-06-2011,28-07-2011
87EC7217292958028BD500A5,County 2,State 2,Gas,23-12-2005,24-02-2006
37929FC1C2E6EDBCCA57EB94,County 2,State 2,Gas,16-10-2006,20-06-2007
CABD8ECB392E3C3173407B20,County 2,State 2,Gas,24-07-2006,25-11-2006
CD4995A3D1664B04050B4225,County 2,State 2,Gas,14-12-2006,01-07-2007
DB4489DE541A120FA6CC34F8,County 2,State 2,Gas,08-03-2008,01-06-2008
05A6E1EF7C745270E2133910,County 2,State 2,Oil,13-03-2008,22-06-2008
30124FA6C3E497E28B76C052,County 3,State 2,Oil,10-12-2017,18-04-2018
5C94FA3FC1E7B031F90A4059,County 2,State 2,Oil,23-03-2014,03-09-2014
B8A960C9AB5206F55E8B9A3D,County 3,State 2,Oil,26-06-2013,11-09-2013
4F406E43528E603C249667D3,County 3,State 2,Oil,24-04-2014,16-07-2014
16EC69E6201AF6488E78EA1D,County 3,State 2,Oil,18-01-2014,19-03-2014
AA11F525C30813778C8B0F52,County 3,State 2,Oil,14-10-2016,05-04-2017
A26968C66DC5B9978F592990,County 2,State 2,Oil,08-01-2012,16-05-2012
23AAFB953B52A04B671E1810,County 2,State 2,Oil,17-03-2012,01-05-2012
6E5D762510677A45C2196D0F,County 3,State 2,Oil,11-08-2014,21-01-2015
313EA7E03727B6AE4F1273CC,County 2,State 2,Oil,26-11-2011,28-11-2012
625BCAC215CFCFD03DC281E6,County 2,State 2,Oil,09-05-2010,29-07-2010
EB965439DB0149EFAE00A799,County 1,State 1,Gas,01-12-2013,01-07-2014
2E655ED87F6C7141CE971EA3,County 1,State 1,Gas,21-03-2015,16-06-2015
FC3D5C4B13C703BA5E6017B3,County 1,State 1,Gas,18-01-2015,07-04-2015
ACC2AFB4654FD6D6340AC9EB,County 1,State 1,Gas,19-01-2013,13-04-2013
51112D8F47803365B6D8F40A,County 1,State 1,Gas,03-08-2005,12-12-2006
0C506A8EA80246CC1084F4AF,County 1,State 1,Oil,11-02-2015,13-08-2015
276626DC855A312143FFB12C,County 4,State 1,Oil,16-12-2014,11-02-2015
AEB6187C9611E593A8BBBA32,County 1,State 1,Oil,18-02-2015,24-03-2015
A4258920C3EF1C881BAA8D02,County 4,State 1,Oil,10-12-2013,12-06-2014
7E4E26363E938B572A4650FF,County 4,State 1,Oil,26-11-2015,28-04-2016
51BDD9A642FC4414CBA28271,County 1,State 1,Oil,28-12-2014,13-02-2015
6ACA9DD5A4BFE5AC42D46135,County 1,State 1,Gas,09-01-2014,26-04-2014
9A13356622583B33A938EE36,County 1,State 1,Gas,27-11-2014,12-04-2015
CFFA9193417310421D5491AE,County 4,State 1,Oil,20-02-2011,04-07-2011
B3573E4B67ECCEED95A0978E,County 1,State 1,Gas,29-03-2014,01-04-2015
C7A66CA03CA1DA03DF488BD5,County 4,State 1,Oil,17-01-2016,02-06-2016
4AB35F3AC54B5CADA0632798,County 1,State 1,Gas,18-04-2013,15-06-2013
7EFF27AFE1B18450999A1F43,County 1,State 1,Oil,05-08-2014,01-07-2016
04397C676ED8D812B3392EE4,County 2,State 2,Gas,06-09-2012,01-12-2012
32CD416E11303CF1C9BC5B97,County 1,State 1,Gas,01-10-2012,12-11-2012
D5AA9B6F92B3D99FFDD632A8,County 2,State 2,Oil,17-09-2017,06-01-2018
81C562B4448A1E682CF8AE68,County 2,State 2,Oil,25-12-2017,05-06-2018
B26A607594E28969FDDE91A5,County 3,State 2,Oil,21-04-2014,19-06-2014
8E56B757F0A96473B1C64C6E,County 3,State 2,Oil,18-11-2010,26-02-2011
68823708E5773D53171442BE,County 2,State 2,Oil,29-05-2014,20-01-2015
90239E46C17292034F1705E3,County 1,State 1,Gas,19-04-2015,16-07-2015
BCA4B4B5E7B02C04EE1AFBD7,County 2,State 2,Gas,11-07-2017,08-12-2017
D3F85E2311C35A6C60E5EE57,County 4,State 1,Oil,01-12-2014,18-02-2015
2F5FE1D51859DC14DD031FD7,County 2,State 2,Oil,14-10-2012,19-01-2013
69AEAB2395F3469A6408BB82,County 1,State 1,Oil,28-04-2014,21-07-2014
0D36F04CA4C56850BCABE219,County 2,State 2,Oil,29-04-2015,11-07-2015
534D9AFF9F7421994E5DC186,County 2,State 2,Oil,14-10-2007,28-11-2007
41E19E9BEB0F1672F8E19F44,County 2,State 2,Oil,20-07-2014,05-09-2014
FA1EE97AE56FA2900DC1CA66,County 2,State 2,Oil,08-03-2013,12-06-2013
E14D7EB6C5E74DF44C490984,County 2,State 2,Oil,19-02-2013,21-04-2013
64AE5C7744DCBB1596C7F03F,County 2,State 2,Gas,15-05-2007,22-08-2007
D93112EFFC76EFAE6847C41D,County 2,State 2,Oil,19-02-2013,10-06-2013
283F59E19137EE77714AAF39,County 1,State 1,Gas,24-02-2016,02-09-2016
E8D0B28CB0A53DF434CFAE73,County 4,State 1,Oil,07-04-2015,03-02-2017
3CA803290A75B842CE867689,County 2,State 2,Oil,27-06-2016,24-08-2016
BFDCB9883F71DB7B056F24CD,County 1,State 1,Gas,16-02-2017,03-06-2017
85C098C95DF28581CACAFA07,County 2,State 2,Oil,05-02-2017,27-05-2017
F648BEFC19CF628E299AAC89,County 3,State 2,Oil,29-09-2011,04-09-2012
2CC98722CA52C1B5409ADEDA,County 2,State 2,Oil,12-03-2014,26-04-2014
23970893BD1683056543D7D3,County 2,State 2,Oil,04-04-2014,14-06-2014
42D49429C74E93885DA99BB4,County 2,State 2,Oil,16-11-2016,09-03-2017
6CFF2A05137AAB5A5B1FEAB3,County 2,State 2,Oil,11-08-2016,06-10-2016
503550A5E1683D4D8A7BE65D,County 2,State 2,Oil,26-05-2010,04-08-2010
F1C6F4DD08940FABD0DABED3,County 2,State 2,Gas,11-05-2010,24-09-2010
7F50ED38AEF553308AB92217,County 2,State 2,Oil,18-03-2010,02-06-2010
498FB7F6C6F0A3B540D158C9,County 2,State 2,Gas,29-10-2010,19-08-2011
771C62BA261E66288795DEF1,County 2,State 2,Oil,21-04-2008,01-07-2008
40CCC5D18BDD01B91215EE22,County 2,State 2,Oil,27-05-2014,12-07-2014
46566F29B516260B087AA137,County 2,State 2,Gas,10-05-2006,10-08-2006
A6834E336565F01F2F667690,County 2,State 2,Gas,18-05-2008,30-06-2008
9D88EF906F5990545BEDA179,County 2,State 2,Gas,03-10-2008,04-11-2008
544E59FE89C4374FC6DD1E3D,County 2,State 2,Gas,02-09-2006,01-02-2007
87DE50292AB67F341DA36071,County 2,State 2,Oil,29-12-2012,14-04-2013
B7932125838048891CB9355B,County 1,State 1,Gas,14-08-2016,01-11-2016
0DAEFD2BCE1AE533CBD730BF,County 1,State 1,Gas,27-11-2015,23-06-2016
E439747CA2CC847ED5B33A15,County 2,State 2,Gas,21-05-2013,05-07-2013
A32C8441352B0E5CCAB4CB36,County 2,State 2,Oil,24-04-2012,04-12-2012
0EEBD5D0B3F919B98693CA4E,County 2,State 2,Oil,09-11-2013,14-01-2014
90A85B6B6FD60A5C21D9C29F,County 2,State 2,Gas,11-12-2008,18-02-2009
8790EB9104FB642922585BEC,County 2,State 2,Oil,10-03-2015,22-06-2015
F985AA65D53CEA52D171A32C,County 2,State 2,Oil,16-08-2017,21-04-2018
6A56AF98D326BE941177821F,County 2,State 2,Oil,30-07-2017,12-12-2017
A97796E0E60D9EB86E095286,County 2,State 2,Oil,07-01-2014,23-06-2014
3F6C771C341B2A95D7138599,County 1,State 1,Gas,15-11-2014,11-05-2015
82936E332C5BA299B36BEAA6,County 2,State 2,Gas,10-03-2011,12-01-2012
2370FAF5812E96971F82F91E,County 3,State 2,Gas,30-08-2015,21-12-2015
7900FC6211D46C0C7929804B,County 2,State 2,Oil,30-11-2011,03-01-2012
1D2044AAD53BC15067CAD6C3,County 1,State 1,Oil,15-02-2015,01-08-2015
EA51F53CBEBE873D8A00EF59,County 2,State 2,Oil,13-02-2017,19-05-2017
85F4DF47ECD68DC11B57F450,County 2,State 2,Gas,27-09-2017,27-03-2018
53E67B0BFC973991FE0DFBDE,County 2,State 2,Oil,03-06-2012,11-01-2013
CE143D058AEFE0ADCA72822B,County 2,State 2,Gas,07-10-2012,08-03-2013
06A3B050774C6300A50D6217,County 2,State 2,Oil,24-02-2013,01-08-2013
F89165BFFC0975E7E0EDF187,County 2,State 2,Oil,04-10-2008,10-12-2008
7EFAC4AC85142C47D4873FCA,County 3,State 2,Oil,01-08-2014,12-11-2014
DDCB22BE1CBC321E7FFC73AF,County 2,State 2,Gas,30-12-2006,11-05-2007
10A977238061206B20E86338,County 2,State 2,Gas,27-02-2006,29-06-2006
FE83E5F9D1F46EA5C4297044,County 1,State 1,Gas,18-08-2010,17-12-2010
C9617C1DEE3B77018E20BD42,County 2,State 2,Gas,12-02-2011,15-10-2011
DC7C687167ECB58A403BDBA2,County 3,State 2,Oil,20-09-2015,28-11-2015
D1F351E8929C35F524A9AEE8,County 2,State 2,Oil,04-12-2008,08-02-2009
59965FD522437AD8B3EE6A70,County 4,State 1,Oil,16-08-2015,08-11-2015
255C46236C419E4CACE46442,County 2,State 2,Oil,21-05-2011,30-08-2011
FE773668B8FCECE8A8D43C5B,County 2,State 2,Gas,08-02-2014,08-04-2014
404FA001C061D0EA71E5CD71,County 2,State 2,Oil,23-11-2014,18-02-2015
C731F6FD79180B8690A861F7,County 3,State 2,Oil,14-01-2017,01-07-2017
64C99ACB2987BBE7334CA8AE,County 3,State 2,Oil,21-12-2013,11-03-2014
1D0F6D49FEC88CA362D6119A,County 3,State 2,Oil,22-04-2015,01-10-2016
09F5B8C32C1A77A0B400C0A8,County 3,State 2,Oil,26-08-2017,13-12-2017
E0E9A259CFB563BFA89BF1B8,County 3,State 2,Oil,14-07-2015,09-09-2015
54376A50A39DCD28F95BADC8,County 3,State 2,Oil,02-01-2014,11-04-2014
B3DF03DD640BF32094919592,County 2,State 2,Oil,30-10-2013,06-02-2014
6B7842E86085F0B68D80C7CB,County 2,State 2,Oil,02-07-2013,23-08-2013
CCAD6CE31BF49732EBA1F199,County 2,State 2,Gas,17-09-2012,14-06-2013
3641D749EE21AE36A8CDEC26,County 2,State 2,Oil,23-07-2012,12-09-2012
0BB96D87216F5159D997D566,County 2,State 2,Oil,19-08-2015,22-12-2015
C40B15CA508F04649D16DB62,County 2,State 2,Oil,21-08-2008,02-10-2009
33FC8FD5858E16B54784E1C5,County 2,State 2,Oil,31-01-2011,31-10-2015
78B0DB717A543D33F19FE466,County 1,State 1,Gas,06-09-2016,06-11-2016
4EF14DADDCD8ACCC34EB7A13,County 3,State 2,Oil,26-07-2013,01-10-2013
B880FB78359A2EDBE60AD37A,County 2,State 2,Gas,15-01-2004,30-04-2004
992E796F13E587BB92C1AB35,County 4,State 1,Oil,07-06-2011,04-10-2011
5F682C7A57C7383D89E8108E,County 4,State 1,Oil,18-04-2016,07-08-2016
D6025883B27DE88024723741,County 1,State 1,Oil,18-11-2015,15-03-2016
14BC5CCAF5ED94FEF467F7AD,County 1,State 1,Oil,26-07-2014,27-04-2016
06ABA03B8A896B582D951B23,County 4,State 1,Oil,10-12-2016,16-01-2017
B86B1AEAC259E5C56019B9CE,County 1,State 1,Gas,13-11-2013,04-02-2014
B67A6B8F64A5400C659AA1FA,County 1,State 1,Gas,21-02-2017,01-06-2017
B174B6C0987ECCE84A3645B8,County 1,State 1,Gas,19-05-2015,30-07-2015
5CC778D6A1C03E7A67A10037,County 1,State 1,Gas,15-12-2014,18-04-2015
2999FCDA64942C5990C817F9,County 1,State 1,Gas,17-12-2014,15-05-2015
11FAEB9B8D548730C468D03B,County 4,State 1,Oil,12-11-2014,09-03-2015
45240FE7F214F52B6457F857,County 4,State 1,Gas,12-06-2010,09-09-2010
B689120F8F1B2E9F0E19A13A,County 1,State 1,Oil,05-09-2014,01-03-2015
5B2A8C9EBF5F3F86047B5B02,County 1,State 1,Gas,07-09-2014,26-11-2014
AC1A9BF9F5768201AA7DD5ED,County 1,State 1,Gas,25-12-2014,07-04-2015
4D7320978F9D242631902F62,County 1,State 1,Gas,07-06-2014,09-09-2014
D23891E8B802C8B201936FDE,County 2,State 2,Gas,22-03-2012,11-07-2012
5DEF5AAF994F4C7505FDF158,County 4,State 1,Gas,02-02-2007,24-10-2007
11BF6A1CBB56F02579064F57,County 1,State 1,Gas,05-10-2014,20-02-2015
32E0CB60EBE178BC7320DB5A,County 1,State 1,Gas,05-12-2015,20-07-2016
5F30ABB952C3F44AB13F3426,County 2,State 2,Oil,12-08-2014,06-10-2014
ACCE4829C890605E7C618F02,County 2,State 2,Oil,01-09-2014,12-12-2014
2FEAB29391D54359F630F555,County 2,State 2,Oil,10-01-2013,11-02-2013
F4CA87FD2709C33909C418B0,County 2,State 2,Gas,17-01-2016,12-08-2016
0EF441B029413B0C20862BDE,County 1,State 1,Oil,16-06-2016,01-11-2016
BEFA7BA42118913925CCC48B,County 2,State 2,Oil,21-12-2013,09-03-2014
F35CD9AAE79C12D3A37893DE,County 2,State 2,Oil,07-11-2010,25-01-2011
36B24F7A8B621C449BB5A5B5,County 1,State 1,Gas,19-12-2016,01-07-2017
D0EF13AD7CE6824F94503F0E,County 2,State 2,Oil,29-05-2015,17-07-2015
A552D91E274004F129A59DAB,County 2,State 2,Gas,05-03-2003,21-06-2003
E20C04301C8A2E8B82422CB9,County 2,State 2,Oil,29-03-2017,18-07-2017
2C48BDA512DC17F01ABDCA7C,County 2,State 2,Oil,24-11-2014,08-02-2015
277F7B314E7C3B01C47C9B09,County 1,State 1,Oil,17-08-2015,20-07-2016
0049715EEDBFE950C6373E49,County 2,State 2,Oil,21-11-2017,26-01-2018
7CA8C812B3DBFA2E551689FC,County 2,State 2,Oil,01-10-2013,16-11-2013
E6CE636FC68A6FDE01273B26,County 2,State 2,Oil,01-02-2008,29-03-2008
886BCA3253A7538A52CF974C,County 2,State 2,Oil,26-02-2008,07-05-2008
4CCF5CD158A4017EC1C1B8A4,County 2,State 2,Oil,11-08-2015,15-01-2016
7AD1FCAAB0E6D0AA322ACF5D,County 2,State 2,Gas,09-05-2006,08-08-2006
13BABCCFAF432EC0CA79E999,County 1,State 1,Gas,25-02-2016,09-01-2017
A6F084CD8B4EF63A9896109D,County 2,State 2,Gas,13-09-2006,01-01-2007
2168AEF6BC10861BB7F0C407,County 2,State 2,Oil,04-07-2010,21-09-2010
DAC6074EC8C1FA50E3E47A4C,County 2,State 2,Oil,19-04-2011,29-07-2011
C5202C12865145982AC8F331,County 2,State 2,Oil,29-04-2013,12-07-2013
DE92784C369BA59E30E7B8EF,County 2,State 2,Oil,24-05-2014,11-07-2014
ECC812FE44E51D8D4CD56196,County 2,State 2,Oil,08-12-2012,09-03-2013
32BC200C6240D5492B3AC63A,County 2,State 2,Oil,19-07-2008,18-11-2008
B73BAE9E2E4090661E27AD2A,County 4,State 1,Oil,05-12-2014,17-06-2015
0911F1D2E34D9306D625B0AB,County 2,State 2,Oil,20-12-2012,03-03-2013
090012EE0BC28AEB85EE2528,County 2,State 2,Oil,08-04-2012,26-05-2012
129314284C97B2CC438EB780,County 2,State 2,Oil,06-09-2014,18-12-2014
24194B2DA370DEF9A0B7C940,County 1,State 1,Oil,19-03-2014,19-04-2014
39F28DDB82C14CAFF4A5FA18,County 2,State 2,Gas,25-11-2008,19-01-2009
0B4BFCAED7AB2BAEA8D2065B,County 3,State 2,Oil,23-04-2015,25-07-2015
EA3E68C3E5A24AB92188BB23,County 2,State 2,Oil,11-01-2015,17-11-2015
7AC9D3CEFE6E4B93EC8200CF,County 2,State 2,Gas,10-08-2017,14-02-2018
899829D6F442079E7D873F10,County 2,State 2,Oil,02-10-2015,25-06-2016
0D77354C02E0F982CB55F738,County 2,State 2,Gas,16-04-2017,18-07-2017
26C50D74A99A5D9F935EFE75,County 2,State 2,Oil,15-10-2017,10-01-2018
3B8EA876BA86875CA3017B3D,County 2,State 2,Oil,06-08-2013,30-04-2017
D9BF0516C78ED1DC6C0A15C6,County 2,State 2,Gas,02-02-2015,22-08-2015
1D0C223A2F084A7B5E0DAEF6,County 2,State 2,Oil,28-06-2014,01-10-2014
DDFEB6B2801F6D4AC904E8FB,County 2,State 2,Gas,01-07-2017,24-10-2017
9B58481B42B8691AA8FB0318,County 2,State 2,Oil,01-06-2013,23-07-2013
B71ECF6AD271CC327D21FCC2,County 1,State 1,Gas,10-03-2016,09-01-2017
401F265F8E13FC8B6C597F45,County 3,State 2,Oil,18-01-2015,07-05-2015
A84A5756A2797F2727A150E6,County 2,State 2,Oil,05-09-2012,06-11-2012
489F7FA03D6A0DBED1604B7E,County 3,State 2,Oil,18-10-2014,01-05-2015
34393EBAA2B6A0044EB96F1C,County 3,State 2,Oil,12-06-2012,29-10-2012
95AFF85E6F8488F33D2D4D96,County 2,State 2,Gas,26-07-2007,17-08-2007
E5D283A2DF70A40C32FC7BC0,County 2,State 2,Oil,25-04-2007,18-09-2010
113F222EFDD5B7B8CF7AAA81,County 2,State 2,Gas,14-08-2011,05-04-2012
CEDC991C83AA45013551B7D4,County 2,State 2,Oil,15-11-2006,11-01-2007
0D2CFA80E1D9AC7A826E73F9,County 2,State 2,Oil,18-01-2009,15-03-2009
F18AE50CB24B62DD60EBB50A,County 2,State 2,Oil,04-07-2008,04-10-2008
C9B0A456D03DF53D519B9370,County 2,State 2,Oil,15-12-2011,06-04-2012
DC051F8E340D3716600EC607,County 1,State 1,Oil,25-11-2014,07-02-2015
7F047434C5FF78BF07DE100F,County 2,State 2,Oil,23-03-2011,05-06-2011
7ED78CA21CD7C7D3C1A966DA,County 2,State 2,Oil,01-02-2015,22-04-2015
5F700C1D4BE9AF5E41B1155B,County 2,State 2,Oil,24-05-2013,16-07-2013
985902E454B0BCA7F53A2E31,County 2,State 2,Oil,02-08-2012,01-09-2012
57C2310ABF2DA620F0CA9EE7,County 2,State 2,Oil,11-12-2011,30-11-2012
6307ACC692390460CE51C1B7,County 3,State 2,Oil,01-12-2013,14-02-2014
006A0EFB5722635D7226B923,County 2,State 2,Gas,31-08-2014,11-12-2014
4D751089D256DB0A6296220C,County 3,State 2,Oil,18-11-2007,01-10-2008
279C8738734D34600623EB02,County 3,State 2,Oil,05-12-2010,10-04-2011
6597506D2E0B144B70F6A97A,County 2,State 2,Oil,30-05-2013,06-09-2013
D47699DD02DB19841A539D2A,County 2,State 2,Oil,18-11-2014,26-03-2015
55E155D5DDDD69EDBC0F1C46,County 2,State 2,Gas,07-11-2015,26-03-2016
81C43EA378929CF8813821B9,County 2,State 2,Oil,13-05-2015,19-08-2015
88F1505F06185609AA543458,County 2,State 2,Oil,02-11-2014,08-01-2015
F4EFCBB9F84FE038CA4564FE,County 2,State 2,Oil,15-04-2014,26-06-2014
FB65C3AE6E87368D2D6F5C05,County 2,State 2,Oil,14-10-2014,11-12-2014
BF0CB5A4D43CD2BE332FC941,County 1,State 1,Gas,14-03-2011,15-06-2013
CADE79B41095734338281F47,County 3,State 2,Oil,16-02-2011,12-07-2011
8B940BE7FB78AAA6B6567DD7,County 1,State 1,Gas,02-11-2010,09-11-2011
6BD44CCBCB332868F388C5E5,County 4,State 1,Gas,17-04-2006,01-08-2007
8B49203C3D36D3F6A4FBED14,County 1,State 1,Gas,29-03-2014,21-04-2015
AB94B64D0A16A786EA4F1B52,County 2,State 2,Oil,18-09-2011,23-11-2011
AC040AF5197FEC5BA94F2A66,County 1,State 1,Gas,16-06-2015,11-08-2015
78569289E95B4B27696348F0,County 2,State 2,Gas,02-12-2008,01-04-2009
2BF92DFB0ABFBD51D5CCD0D4,County 2,State 2,Oil,05-01-2014,28-02-2014
052C0C33D3C7351801EF0607,County 1,State 1,Gas,19-10-2011,24-02-2012
D6D22D8D3DEF84D90FC334DD,County 2,State 2,Oil,15-05-2012,01-10-2012
6F1CA55C776EE9C3A081E6FA,County 1,State 1,Oil,27-01-2015,26-04-2015
61BFD622D1E7299298EE3EE5,County 4,State 1,Oil,09-03-2017,24-05-2017
76F3B7C995C3B78E6D07136D,County 1,State 1,Gas,30-06-2006,01-06-2007
D66769C0F1DE118D394A6ABC,County 1,State 1,Gas,18-02-2014,14-05-2014
51EBB18CFDA9C572CF3FA0A9,County 4,State 1,Oil,17-04-2015,11-11-2015
B280A366BC7DB39BC8FDF513,County 1,State 1,Gas,17-04-2013,07-06-2013
D25A97372A400FB6F0B98487,County 1,State 1,Gas,28-06-2015,20-09-2015
